Hostname, Req_cnt, Dist_Req_Cnt, high_req_cnt_single_domain, avg_req_per_min, high_req_per_min, cnt_query_mx, cnt_query_ptr, dist_dns_server, dist_tld, dist_sld, uniqueness_ratio, res_failed, dist_city_cnt, dist_country_cnt, flux_ratio
172.31.251.170_trafic,101,24,12,1,9,0,0,1,3,12,4,0,1,1,0
172.31.165.241_trafic,4,4,1,4,4,0,0,1,1,1,1,0,1,1,0
172.31.251.177_trafic,78,32,18,3,24,0,0,1,4,15,2,0,1,1,0
172.31.251.174_trafic,16,10,4,4,8,0,0,1,1,7,1,0,1,1,0
172.31.253.68_trafic,4,4,1,4,3,0,0,1,2,2,1,0,1,1,0
172.31.239.216_trafic,9,9,1,9,8,0,0,1,1,5,1,0,1,1,0
172.31.131.234_trafic,181,100,22,7,49,0,0,1,5,49,1,0,0,0,0
172.31.19.14_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.147.80_trafic,24,17,3,24,24,0,0,1,2,13,1,0,0,0,0
172.31.108.157_trafic,78,40,10,2,12,0,0,1,4,22,1,0,0,0,0
172.31.231.45_trafic,2,1,2,2,1,0,0,1,1,1,2,0,1,1,0
172.31.109.145_trafic,50,21,6,1,9,0,0,1,2,7,2,0,0,0,0
172.31.109.143_trafic,10,10,1,10,8,0,0,1,1,4,1,0,0,0,0
172.31.238.17_trafic,101,25,17,2,18,0,0,1,4,19,4,0,1,1,0
172.31.107.173_trafic,105,50,14,3,36,0,0,1,7,21,2,0,0,0,0
172.31.233.234_trafic,275,24,82,5,34,0,0,1,3,12,11,0,1,1,0
172.31.151.93_trafic,34,27,3,17,25,0,0,1,3,18,1,0,0,0,0
172.31.168.77_trafic,89,64,7,1,50,0,0,1,5,25,1,0,1,1,0
172.31.157.125_trafic,165,52,41,3,18,0,5,1,5,17,3,0,0,0,0
172.31.248.94_trafic,24,4,8,1,5,0,0,1,1,3,6,0,1,1,0
172.31.149.191_trafic,23,20,3,23,19,0,0,1,3,15,1,0,0,0,0
172.31.149.192_trafic,258,162,7,4,68,0,0,1,19,76,1,0,0,0,0
172.31.149.195_trafic,13,13,1,13,10,0,0,1,2,5,1,0,0,0,0
172.31.224.129_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.149.222_trafic,6,6,1,6,5,0,0,1,2,5,1,0,0,0,0
172.31.150.104_trafic,175,135,6,21,52,0,0,1,8,76,1,0,0,0,0
172.31.150.107_trafic,321,141,14,18,93,0,0,1,9,37,2,0,0,0,0
172.31.124.103_trafic,41,13,10,4,7,0,0,1,1,7,3,0,0,0,0
172.31.150.101_trafic,50,21,6,16,23,0,0,1,5,15,2,0,0,0,0
172.31.226.7_trafic,27,15,4,2,10,0,0,1,2,8,1,0,1,1,0
172.31.124.106_trafic,100,18,18,1,7,0,0,1,4,13,5,0,0,0,0
172.31.150.102_trafic,246,128,12,5,40,0,0,1,10,48,1,0,0,0,0
172.31.11.113_trafic,267,133,6,5,51,0,0,1,7,49,2,0,1,1,0
172.31.242.42_trafic,31,30,2,31,17,0,0,1,3,22,1,0,1,1,0
172.31.247.12_trafic,49,23,8,4,14,0,0,1,3,14,2,0,1,1,0
172.31.145.158_trafic,81,66,3,13,47,0,0,1,8,28,1,0,0,0,0
172.31.229.188_trafic,65,38,5,10,30,0,2,1,6,13,1,0,1,1,0
172.31.230.135_trafic,41,18,10,5,27,0,0,1,2,11,2,0,1,1,0
172.31.230.137_trafic,65,14,16,1,6,0,0,1,3,5,4,0,1,1,0
172.31.230.138_trafic,121,26,17,2,13,0,0,1,2,10,4,0,1,1,0
172.31.245.24_trafic,39,35,2,39,34,0,0,1,7,14,1,0,1,1,0
172.31.145.153_trafic,199,124,16,3,100,0,0,1,12,63,1,0,0,0,0
172.31.106.23_trafic,9,7,3,9,9,0,0,1,1,7,1,0,0,0,0
172.31.245.23_trafic,161,69,20,10,29,0,0,1,14,30,2,0,1,1,0
172.31.149.223_trafic,34,33,2,34,31,0,0,1,2,8,1,0,0,0,0
172.31.158.152_trafic,163,64,12,4,28,0,0,1,10,28,2,0,0,0,0
172.31.153.254_trafic,203,30,73,4,12,0,0,1,2,12,6,0,0,0,0
172.31.252.76_trafic,11,6,3,0,5,0,0,1,1,4,1,0,1,1,0
172.31.243.150_trafic,102,55,16,3,35,0,0,1,4,19,1,0,1,1,0
172.31.244.222_trafic,22,18,2,0,3,0,0,1,3,4,1,0,1,1,0
172.31.244.223_trafic,276,39,110,5,28,0,0,1,9,21,7,0,1,1,0
172.31.246.90_trafic,84,49,9,21,42,0,0,1,5,24,1,0,1,1,0
172.31.127.140_trafic,37,19,9,0,5,0,0,1,3,8,1,0,0,0,0
172.31.127.145_trafic,36,16,10,0,3,0,0,1,4,12,2,0,0,0,0
172.31.244.84_trafic,453,210,14,7,54,0,0,1,9,109,2,0,1,1,0
172.31.13.137_trafic,80,64,4,1,35,0,0,1,5,23,1,0,1,1,0
172.31.125.98_trafic,122,68,8,5,30,0,0,1,8,33,1,0,0,0,0
172.31.244.88_trafic,40,16,11,0,4,0,0,1,2,7,2,0,1,1,0
172.31.242.239_trafic,41,21,4,10,30,0,0,1,2,12,1,0,1,1,0
172.31.238.165_trafic,233,30,74,4,20,0,0,1,4,23,7,0,1,1,0
172.31.156.192_trafic,8,4,2,8,8,0,0,1,1,1,2,0,0,0,0
172.31.240.7_trafic,18,13,2,18,12,0,0,1,3,8,1,0,1,1,0
172.31.244.58_trafic,183,72,35,26,44,0,0,1,5,43,2,0,1,1,0
172.31.242.44_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.11.102_trafic,208,140,8,5,38,0,0,1,13,71,1,0,1,1,0
172.31.169.151_trafic,54,41,4,7,14,0,0,1,2,15,1,0,1,1,0
172.31.124.210_trafic,51,31,11,0,14,0,0,1,3,19,1,0,0,0,0
172.31.124.211_trafic,38,12,19,0,4,0,0,1,3,8,3,0,0,0,0
172.31.242.225_trafic,200,73,14,11,37,0,0,1,4,41,2,0,1,1,0
172.31.126.19_trafic,53,21,15,0,6,0,0,1,3,6,2,0,0,0,0
172.31.154.1_trafic,76,39,6,2,12,0,0,1,3,14,1,0,0,0,0
172.31.244.69_trafic,237,195,4,26,86,0,0,1,10,84,1,0,1,1,0
172.31.244.68_trafic,551,143,363,11,95,0,0,1,7,56,3,0,1,1,0
172.31.235.119_trafic,69,29,15,2,11,0,0,1,4,15,2,0,1,1,0
172.31.126.10_trafic,251,108,37,4,39,0,0,1,14,48,2,0,0,0,0
172.31.254.219_trafic,418,171,35,8,108,0,0,1,5,65,2,0,1,1,0
172.31.126.15_trafic,64,42,6,8,13,0,0,1,4,23,1,0,0,0,0
172.31.235.113_trafic,147,64,13,2,28,0,0,1,5,29,2,0,1,1,0
172.31.230.223_trafic,300,64,29,5,23,0,0,1,5,27,4,0,1,1,0
172.31.235.111_trafic,270,147,9,5,78,0,0,1,6,73,1,0,1,1,0
172.31.250.146_trafic,468,121,36,8,47,0,0,1,7,50,3,0,1,1,0
172.31.246.151_trafic,51,5,37,25,19,0,0,1,3,5,10,0,1,1,0
172.31.250.144_trafic,136,17,26,2,10,0,0,1,3,8,8,0,1,1,0
172.31.250.145_trafic,62,49,5,62,30,0,0,1,6,24,1,0,1,1,0
172.31.250.140_trafic,3,3,1,3,3,0,0,1,2,2,1,0,1,1,0
172.31.128.147_trafic,44,26,4,8,20,0,0,1,3,15,1,0,0,0,0
172.31.246.159_trafic,48,18,8,0,9,0,0,1,4,12,2,0,1,1,0
172.31.159.198_trafic,972,333,29,22,367,0,0,1,8,126,2,0,0,0,0
172.31.252.2_trafic,128,115,9,42,42,0,0,1,42,12,1,0,1,1,0
172.31.250.149_trafic,40,15,8,2,31,0,0,1,4,7,2,0,1,1,0
172.31.234.43_trafic,18,16,2,18,16,0,0,1,5,10,1,0,1,1,0
172.31.124.203_trafic,121,40,29,2,27,0,0,1,4,16,3,0,0,0,0
172.31.227.230_trafic,233,100,12,5,26,0,0,1,4,32,2,0,1,1,0
172.31.19.65_trafic,186,136,8,7,111,0,0,1,15,65,1,0,1,1,0
172.31.246.15_trafic,49,11,14,8,18,0,0,1,1,8,4,0,1,1,0
172.31.246.47_trafic,31,19,10,1,10,0,0,1,2,10,1,0,1,1,0
172.31.121.78_trafic,193,134,6,21,56,0,0,1,8,57,1,0,0,0,0
172.31.121.79_trafic,107,41,26,1,23,0,0,1,3,28,2,0,0,0,0
172.31.149.23_trafic,626,167,36,10,38,0,0,1,4,52,3,0,0,0,0
172.31.224.81_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.154.9_trafic,217,38,28,3,57,0,0,1,6,17,5,0,0,0,0
172.31.146.189_trafic,40,28,4,6,14,0,0,1,2,14,1,0,0,0,0
172.31.149.25_trafic,26,11,6,0,5,0,0,1,2,2,2,0,0,0,0
172.31.146.185_trafic,217,70,25,3,20,0,0,1,3,33,3,0,0,0,0
172.31.149.28_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.169.235_trafic,105,60,4,7,29,0,0,1,3,28,1,0,1,1,0
172.31.146.182_trafic,66,20,38,1,14,0,0,1,3,13,3,0,0,0,0
172.31.169.144_trafic,27,21,3,9,20,0,0,1,1,8,1,0,1,1,0
172.31.242.136_trafic,183,55,25,3,42,0,0,1,7,32,3,0,1,1,0
172.31.168.246_trafic,64,19,11,1,8,0,0,1,2,11,3,0,1,1,0
172.31.242.134_trafic,269,161,7,9,47,0,0,1,10,79,1,0,1,1,0
172.31.246.43_trafic,2,2,1,2,1,0,0,1,1,2,1,0,0,0,0
172.31.170.176_trafic,122,70,6,6,31,0,0,1,8,32,1,0,1,1,0
172.31.159.115_trafic,270,104,21,4,33,0,0,1,11,47,2,0,0,0,0
172.31.130.218_trafic,19,17,2,0,3,0,0,1,3,5,1,0,0,0,0
172.31.159.113_trafic,65,25,21,1,10,0,0,1,2,13,2,0,0,0,0
172.31.125.188_trafic,239,65,17,4,20,0,0,1,6,26,3,0,0,0,0
172.31.145.244_trafic,362,210,16,7,53,0,0,1,15,89,1,0,0,0,0
172.31.242.5_trafic,144,31,20,2,19,0,0,1,4,9,4,0,1,1,0
172.31.228.70_trafic,80,41,16,2,10,0,0,1,4,12,1,0,1,1,0
172.31.228.71_trafic,249,139,25,5,40,0,0,1,15,71,1,0,1,1,0
172.31.125.186_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.125.181_trafic,175,134,9,7,36,0,0,1,11,57,1,0,0,0,0
172.31.228.76_trafic,173,69,19,5,39,0,0,1,9,37,2,0,1,1,0
172.31.130.214_trafic,379,189,12,16,36,0,0,1,5,62,2,0,0,0,0
172.31.233.150_trafic,76,60,7,1,29,0,0,1,4,29,1,0,1,1,0
172.31.14.183_trafic,212,14,24,3,6,0,0,1,6,10,15,0,1,1,0
172.31.233.153_trafic,56,18,9,0,7,0,0,1,4,9,3,0,1,1,0
172.31.233.154_trafic,28,15,6,7,13,0,0,1,2,6,1,0,1,1,0
172.31.227.196_trafic,28,18,8,9,17,0,0,1,3,9,1,0,1,1,0
172.31.244.157_trafic,516,207,20,8,44,0,0,1,22,124,2,0,1,1,0
172.31.244.154_trafic,191,62,15,5,27,0,0,1,6,27,3,0,1,1,0
172.31.227.198_trafic,72,43,5,3,24,0,0,1,3,31,1,0,1,1,0
172.31.244.153_trafic,384,69,52,6,36,0,0,1,4,22,5,0,1,1,0
172.31.244.150_trafic,115,50,11,5,30,0,0,1,4,27,2,0,1,1,0
172.31.111.107_trafic,134,72,10,2,25,0,0,1,8,30,1,0,0,0,0
172.31.111.212_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.154.93_trafic,112,68,4,8,31,0,0,1,10,33,1,0,0,0,0
172.31.128.197_trafic,76,33,18,2,19,0,0,1,4,21,2,0,0,0,0
172.31.156.6_trafic,113,48,24,2,17,0,0,1,4,24,2,0,0,0,0
172.31.158.191_trafic,15,11,2,2,11,0,0,1,2,4,1,0,0,0,0
172.31.150.105_trafic,126,72,10,3,20,0,0,1,2,24,1,0,0,0,0
172.31.233.124_trafic,16,16,1,16,13,0,0,1,2,10,1,0,1,1,0
172.31.225.45_trafic,332,157,12,5,47,0,0,1,8,74,2,0,1,1,0
172.31.158.198_trafic,71,42,14,1,9,0,0,1,9,24,1,0,0,0,0
172.31.111.220_trafic,3,1,3,3,3,0,0,1,1,1,3,0,0,0,0
172.31.158.207_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0
172.31.229.169_trafic,4,1,4,0,1,0,0,1,1,1,4,0,0,0,0
172.31.169.239_trafic,481,141,68,13,90,0,0,1,6,63,3,0,1,1,0
172.31.150.85_trafic,75,35,10,5,16,0,0,1,4,22,2,0,0,0,0
172.31.244.77_trafic,185,61,26,4,22,0,0,1,3,28,3,0,1,1,0
172.31.159.232_trafic,102,28,22,1,12,0,0,1,4,16,3,0,0,0,0
172.31.227.174_trafic,5,1,5,5,4,0,0,1,1,1,5,0,1,1,0
172.31.227.176_trafic,366,161,19,6,23,0,0,1,6,48,2,0,1,1,0
172.31.227.171_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.227.42_trafic,65,18,8,1,10,0,0,1,2,7,3,0,1,1,0
172.31.159.234_trafic,80,32,8,1,16,0,0,1,2,8,2,0,0,0,0
172.31.251.216_trafic,160,53,27,3,26,0,0,1,7,19,3,0,1,1,0
172.31.125.233_trafic,198,79,12,4,18,0,0,1,4,31,2,0,0,0,0
172.31.241.92_trafic,33,23,3,8,18,0,0,1,3,16,1,0,1,1,0
172.31.131.244_trafic,90,39,14,1,11,0,0,1,5,21,2,0,0,0,0
172.31.227.44_trafic,119,17,35,2,10,0,0,1,3,5,7,0,1,1,0
172.31.111.100_trafic,514,275,10,21,107,0,0,1,12,115,1,0,0,0,0
172.31.111.147_trafic,323,161,27,5,41,0,0,1,12,83,2,0,0,0,0
172.31.231.108_trafic,66,13,20,2,13,0,0,1,3,8,5,0,1,1,0
172.31.241.23_trafic,28,18,5,28,15,0,0,1,3,10,1,0,1,1,0
172.31.251.117_trafic,16,10,2,16,13,0,0,1,2,5,1,0,1,1,0
172.31.241.26_trafic,81,66,3,40,39,0,0,1,3,21,1,0,1,1,0
172.31.248.221_trafic,68,51,3,4,26,0,0,1,3,17,1,0,1,1,0
172.31.241.28_trafic,21,5,7,2,15,0,0,1,2,5,4,0,0,0,0
172.31.152.247_trafic,57,28,8,2,13,0,0,1,5,19,2,0,0,0,0
172.31.235.221_trafic,524,178,17,14,185,0,0,1,8,53,2,0,1,1,0
172.31.123.22_trafic,7,3,5,7,4,0,0,1,1,2,2,0,0,0,0
172.31.130.108_trafic,14,14,1,7,10,0,0,1,3,11,1,0,0,0,0
172.31.225.133_trafic,129,53,19,2,10,0,0,1,5,22,2,0,1,1,0
172.31.225.131_trafic,23,20,2,23,19,0,0,1,3,6,1,0,1,1,0
172.31.110.122_trafic,214,37,52,3,26,0,0,1,3,19,5,0,0,0,0
172.31.240.184_trafic,32,30,2,32,32,0,0,1,3,22,1,0,1,1,0
172.31.237.227_trafic,202,30,53,5,13,0,0,1,4,12,6,0,1,1,0
172.31.224.94_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.238.72_trafic,183,25,69,5,23,0,0,1,2,11,7,0,1,1,0
172.31.243.225_trafic,192,138,6,8,47,0,0,1,8,61,1,0,1,1,0
172.31.238.76_trafic,131,62,16,2,23,0,5,1,5,25,2,0,1,1,0
172.31.122.106_trafic,32,10,23,0,3,0,0,1,3,6,3,0,0,0,0
172.31.130.76_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.151.50_trafic,27,19,3,2,10,0,0,1,2,10,1,0,0,0,0
172.31.236.121_trafic,204,76,17,3,22,0,0,1,5,36,2,0,1,1,0
172.31.169.208_trafic,172,7,157,2,8,0,0,1,2,4,24,0,1,1,0
172.31.146.78_trafic,6,1,6,0,1,0,0,1,1,1,6,0,0,0,0
172.31.151.59_trafic,424,177,17,7,29,0,0,1,13,34,2,0,0,0,0
172.31.151.58_trafic,25,13,8,0,4,0,0,1,2,10,1,0,0,0,0
172.31.169.202_trafic,17,4,10,0,3,0,0,1,1,4,4,0,1,1,0
172.31.147.161_trafic,113,47,9,2,16,0,0,1,5,26,2,0,0,0,0
172.31.157.195_trafic,37,20,6,0,4,0,0,1,1,4,1,0,0,0,0
172.31.233.77_trafic,82,19,11,4,12,0,0,1,4,12,4,0,1,1,0
172.31.224.87_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.229.125_trafic,29,21,3,29,17,0,0,1,4,13,1,0,1,1,0
172.31.104.113_trafic,307,107,34,6,32,0,0,1,6,46,2,0,0,0,0
172.31.243.189_trafic,148,47,8,7,28,0,0,1,2,14,3,0,1,1,0
172.31.233.206_trafic,52,24,8,6,15,0,0,1,3,11,2,0,1,1,0
172.31.104.116_trafic,246,121,14,4,45,0,0,1,8,41,2,0,0,0,0
172.31.154.69_trafic,2,2,1,2,2,0,0,1,1,2,1,0,0,0,0
172.31.253.217_trafic,198,89,16,3,22,0,39,1,7,42,2,0,1,1,0
172.31.229.127_trafic,39,20,6,0,11,0,0,1,2,7,1,0,1,1,0
172.31.253.213_trafic,88,23,20,1,10,0,0,1,1,11,3,0,1,1,0
172.31.253.212_trafic,489,135,17,9,41,0,0,1,6,48,3,0,1,1,0
172.31.249.44_trafic,56,37,4,28,32,0,0,1,7,22,1,0,1,1,0
172.31.239.254_trafic,314,138,18,6,45,0,0,1,6,71,2,0,1,1,0
172.31.249.46_trafic,89,14,21,2,8,0,0,1,2,8,6,0,1,1,0
172.31.110.80_trafic,72,26,18,2,23,0,0,1,4,14,2,0,0,0,0
172.31.253.219_trafic,2,2,1,2,2,0,0,1,1,2,1,0,0,0,0
172.31.249.41_trafic,357,70,22,6,30,0,0,1,2,18,5,0,1,1,0
172.31.250.158_trafic,70,43,13,1,29,0,0,1,9,17,1,0,1,1,0
172.31.250.234_trafic,4,3,2,4,3,0,0,1,1,3,1,0,0,0,0
172.31.152.219_trafic,17,8,8,0,3,0,0,1,1,4,2,0,0,0,0
172.31.152.218_trafic,13,11,2,13,13,0,0,1,3,9,1,0,0,0,0
172.31.235.224_trafic,49,33,4,0,26,0,0,1,4,20,1,0,1,1,0
172.31.152.213_trafic,2759,543,188,51,653,0,0,1,11,192,5,0,0,0,0
172.31.239.55_trafic,130,36,15,2,14,0,0,1,5,20,3,0,1,1,0
172.31.152.211_trafic,4,2,2,4,4,0,0,1,1,1,2,0,0,0,0
172.31.107.111_trafic,34,19,5,0,8,0,0,1,2,6,1,0,0,0,0
172.31.249.110_trafic,258,102,16,5,25,0,0,1,9,43,2,0,1,1,0
172.31.228.130_trafic,20,16,4,1,11,0,0,1,4,8,1,0,1,1,0
172.31.239.1_trafic,34,28,3,1,10,0,0,1,3,10,1,0,1,1,0
172.31.250.237_trafic,255,115,21,4,32,0,0,1,8,53,2,0,1,1,0
172.31.128.179_trafic,50,31,5,1,15,0,0,1,4,13,1,0,0,0,0
172.31.239.4_trafic,135,84,8,19,55,0,0,1,9,54,1,0,1,1,0
172.31.228.169_trafic,113,24,15,9,33,0,0,1,2,17,4,0,1,1,0
172.31.128.174_trafic,60,28,9,1,5,0,0,1,4,15,2,0,0,0,0
172.31.128.177_trafic,193,75,26,3,16,0,1,1,5,30,2,0,0,0,0
172.31.128.171_trafic,175,68,9,4,58,0,3,1,5,31,2,0,0,0,0
172.31.150.173_trafic,106,45,15,4,44,0,0,1,6,25,2,0,0,0,0
172.31.148.104_trafic,126,52,18,2,12,0,0,1,3,29,2,0,0,0,0
172.31.128.172_trafic,37,24,10,0,7,0,0,1,6,14,1,0,0,0,0
172.31.108.113_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0
172.31.149.105_trafic,259,124,10,13,38,0,0,1,6,50,2,0,0,0,0
172.31.146.165_trafic,120,84,5,7,48,0,0,1,7,33,1,0,0,0,0
172.31.125.35_trafic,540,354,16,9,131,0,0,1,17,153,1,0,0,0,0
172.31.125.32_trafic,56,27,15,1,17,0,0,1,5,12,2,0,0,0,0
172.31.125.33_trafic,38,25,5,1,9,0,0,1,2,15,1,0,0,0,0
172.31.226.133_trafic,20,17,2,0,7,0,2,1,3,3,1,0,1,1,0
172.31.130.50_trafic,39,19,15,0,5,0,0,1,4,10,2,0,0,0,0
172.31.144.149_trafic,129,48,16,2,28,0,0,1,4,27,2,0,0,0,0
172.31.130.57_trafic,30,23,3,1,5,0,0,1,2,15,1,0,0,0,0
172.31.168.16_trafic,4,1,4,4,3,0,0,1,1,1,4,0,1,1,0
172.31.129.134_trafic,247,18,109,4,10,0,0,1,2,9,13,0,0,0,0
172.31.232.75_trafic,17,12,5,2,5,0,0,1,2,5,1,0,1,1,0
172.31.130.59_trafic,111,65,8,1,11,0,0,1,12,35,1,0,0,0,0
172.31.129.130_trafic,43,19,8,0,9,0,0,1,3,14,2,0,0,0,0
172.31.232.72_trafic,64,18,8,10,16,0,0,1,3,10,3,0,0,0,0
172.31.232.71_trafic,174,80,9,2,35,0,0,1,4,30,2,0,1,1,0
172.31.232.70_trafic,282,68,82,4,29,0,0,1,6,32,4,0,1,1,0
172.31.150.30_trafic,41,25,4,0,6,0,0,1,2,15,1,0,0,0,0
172.31.251.2_trafic,55,23,7,1,10,0,0,1,2,8,2,0,1,1,0
172.31.168.14_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.158.205_trafic,73,6,54,14,37,0,2,1,5,6,12,0,0,0,0
172.31.239.211_trafic,43,31,4,2,17,0,0,1,4,15,1,0,1,1,0
172.31.108.184_trafic,108,14,33,1,5,0,0,1,2,4,7,0,0,0,0
172.31.231.37_trafic,14,8,3,0,7,0,0,1,1,2,1,0,1,1,0
172.31.250.98_trafic,532,392,21,9,160,0,217,1,10,78,1,0,1,1,0
172.31.149.130_trafic,1250,307,60,46,357,0,0,1,9,106,4,0,0,0,0
172.31.12.160_trafic,249,165,15,11,55,0,0,2,8,70,1,0,1,1,0
172.31.249.203_trafic,50,15,12,0,9,0,0,1,2,9,3,0,1,1,0
172.31.249.202_trafic,72,26,8,1,13,0,0,1,2,8,2,0,1,1,0
172.31.250.92_trafic,126,60,7,2,18,0,0,1,3,14,2,0,1,1,0
172.31.250.95_trafic,37,19,7,1,10,0,0,1,3,14,1,0,1,1,0
172.31.249.205_trafic,8,1,8,0,2,0,0,1,1,1,8,0,0,0,0
172.31.12.168_trafic,27,16,4,0,17,0,0,2,3,7,1,0,1,1,0
172.31.131.90_trafic,356,180,15,9,50,0,0,1,9,82,1,0,0,0,0
172.31.253.187_trafic,3,1,3,3,1,0,0,1,1,1,3,0,0,0,0
172.31.228.220_trafic,82,53,6,10,24,0,0,1,2,19,1,0,1,1,0
172.31.170.219_trafic,68,54,7,1,10,0,0,1,3,15,1,0,1,1,0
172.31.131.99_trafic,118,53,17,2,13,0,0,1,5,26,2,0,0,0,0
172.31.170.216_trafic,91,29,13,2,13,0,0,1,6,18,3,0,1,1,0
172.31.253.189_trafic,164,113,6,4,52,0,0,1,13,60,1,0,1,1,0
172.31.236.253_trafic,176,64,14,3,19,0,0,1,5,35,2,0,1,1,0
172.31.236.250_trafic,6,1,6,0,2,0,0,1,1,1,6,0,0,0,0
172.31.236.251_trafic,40,16,8,1,6,0,0,1,3,10,2,0,1,1,0
172.31.159.20_trafic,8,4,4,2,4,0,0,1,2,4,2,0,0,0,0
172.31.159.21_trafic,91,60,5,1,17,0,0,1,5,21,1,0,0,0,0
172.31.248.246_trafic,95,29,10,1,14,0,0,1,3,10,3,0,1,1,0
172.31.146.211_trafic,7,5,2,7,6,0,2,1,3,3,1,0,0,0,0
172.31.240.188_trafic,18,10,3,3,5,0,0,1,3,7,1,0,1,1,0
172.31.159.29_trafic,148,5,62,2,9,0,0,1,2,3,29,0,0,0,0
172.31.12.182_trafic,25,13,3,25,25,0,0,1,1,9,1,0,1,1,0
172.31.231.18_trafic,104,47,14,1,16,0,0,1,3,24,2,0,1,1,0
172.31.231.19_trafic,218,74,21,3,31,0,0,1,6,36,2,0,1,1,0
172.31.109.90_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.109.222_trafic,46,23,10,5,13,0,2,1,4,9,2,0,0,0,0
172.31.146.52_trafic,118,21,59,2,7,0,0,1,6,15,5,0,0,0,0
172.31.146.51_trafic,99,42,11,1,17,0,0,1,4,16,2,0,0,0,0
172.31.234.187_trafic,364,114,37,7,39,0,0,1,9,54,3,0,1,1,0
172.31.231.10_trafic,147,32,24,2,23,0,0,1,3,23,4,0,1,1,0
172.31.156.118_trafic,16,10,2,8,7,0,0,1,2,5,1,0,0,0,0
172.31.224.141_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.231.13_trafic,191,114,7,3,31,0,0,1,2,27,1,0,1,1,0
172.31.231.16_trafic,215,40,25,3,46,0,0,1,5,25,5,0,1,1,0
172.31.241.121_trafic,14,11,2,4,7,0,0,1,3,5,1,0,1,1,0
172.31.229.82_trafic,148,89,11,18,45,0,0,1,10,38,1,0,1,1,0
172.31.229.86_trafic,241,50,31,4,18,0,0,1,3,26,4,0,1,1,0
172.31.229.87_trafic,290,67,27,4,43,0,0,1,4,23,4,0,1,1,0
172.31.229.84_trafic,133,29,37,3,15,0,0,1,9,17,4,0,1,1,0
172.31.111.94_trafic,172,118,5,2,33,0,0,1,4,49,1,0,0,0,0
172.31.145.75_trafic,461,223,13,7,52,0,0,1,7,73,2,0,0,0,0
172.31.229.88_trafic,125,52,17,2,21,0,0,1,4,28,2,0,1,1,0
172.31.145.77_trafic,92,46,12,1,14,0,0,1,4,21,2,0,0,0,0
172.31.251.30_trafic,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
172.31.251.33_trafic,17,11,4,8,9,0,0,1,3,7,1,0,1,1,0
172.31.251.15_trafic,57,38,5,14,26,0,0,1,3,25,1,0,1,1,0
172.31.241.99_trafic,748,273,18,13,55,0,0,1,21,130,2,0,1,1,0
172.31.231.75_trafic,57,32,11,1,17,0,0,1,3,20,1,0,1,1,0
172.31.131.38_trafic,135,75,11,9,27,0,0,1,11,33,1,0,0,0,0
172.31.232.117_trafic,131,73,11,3,15,0,0,1,4,34,1,0,1,1,0
172.31.122.72_trafic,39,25,6,9,27,0,0,1,4,18,1,0,0,0,0
172.31.237.16_trafic,125,28,14,2,27,0,1,1,4,15,4,0,1,1,0
172.31.237.17_trafic,30,14,6,0,6,0,0,1,3,8,2,0,1,1,0
172.31.156.117_trafic,58,53,2,29,33,0,0,1,11,26,1,0,0,0,0
172.31.240.144_trafic,14,13,2,14,13,0,0,1,1,12,1,0,1,1,0
172.31.148.132_trafic,21,16,4,1,14,0,0,1,3,11,1,0,0,0,0
172.31.232.111_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0
172.31.251.163_trafic,185,41,40,3,27,0,0,1,4,15,4,0,1,1,0
172.31.123.49_trafic,235,107,16,4,19,0,0,1,3,32,2,0,0,0,0
172.31.123.48_trafic,5,5,1,5,4,0,0,1,3,4,1,0,0,0,0
172.31.237.18_trafic,414,197,29,10,38,0,0,1,13,84,2,0,1,1,0
172.31.237.19_trafic,49,36,12,49,46,0,0,1,6,21,1,0,1,1,0
172.31.108.165_trafic,9,8,2,9,6,0,0,1,1,5,1,0,0,0,0
172.31.147.38_trafic,29,14,12,0,7,0,0,1,2,8,2,0,0,0,0
172.31.108.167_trafic,74,56,3,6,19,0,0,1,2,13,1,0,0,0,0
172.31.253.72_trafic,38,25,8,38,20,0,0,1,2,11,1,0,1,1,0
172.31.143.195_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
